186.832	630.7
187.157	938.3
187.483	938.7
187.808	946.3
188.134	953.0
188.459	947.0
188.785	950.0
189.110	938.3
189.436	931.0
189.761	935.7
190.087	930.3
190.413	929.3
190.739	922.7
191.064	946.7
191.390	928.3
191.716	931.3
192.042	951.0
192.368	937.3
192.694	918.7
193.020	921.0
193.346	941.3
193.672	935.0
193.998	927.3
194.324	923.3
194.651	937.3
194.977	928.0
195.303	949.3
195.629	947.3
195.956	909.7
196.282	952.0
196.609	908.7
196.935	924.7
197.261	900.0
197.588	926.0
197.915	920.7
198.241	930.0
198.568	921.7
198.895	929.7
199.221	899.7
199.548	930.0
199.875	932.7
200.202	939.3
200.529	908.3
200.856	944.0
201.182	931.7
201.509	933.7
201.837	925.3
202.164	936.7
202.491	927.7
202.818	944.3
203.145	922.7
203.472	918.7
203.799	932.7
204.127	933.0
204.454	929.7
204.781	911.3
205.109	930.3
205.436	916.0
205.764	902.3
206.091	923.7
206.419	924.0
206.746	935.0
207.074	903.3
207.402	921.0
207.729	918.3
208.057	932.0
208.385	928.3
208.713	928.0
209.041	923.7
209.369	946.0
209.696	901.3
210.024	951.3
210.352	910.0
210.680	951.3
211.009	934.7
211.337	955.3
211.665	925.0
211.993	946.0
212.321	942.0
212.650	935.3
212.978	943.0
213.306	950.3
213.635	928.0
213.963	945.7
214.291	940.0
214.620	946.3
214.948	928.3
215.277	931.7
215.606	936.3
215.934	966.3
216.263	903.7
216.592	936.0
216.920	922.0
217.249	926.7
217.578	945.3
217.907	939.0
218.236	901.0
218.565	952.3
218.894	930.0
219.223	944.3
219.552	937.7
219.881	958.7
220.210	922.0
220.539	928.0
220.868	924.0
221.197	945.3
221.527	935.7
221.856	929.3
222.185	929.0
222.515	943.0
222.844	934.0
223.173	937.7
223.503	951.0
223.832	945.0
224.162	925.7
224.492	964.7
224.821	916.7
225.151	950.7
225.481	932.3
225.810	931.3
226.140	934.3
226.470	935.7
226.800	917.3
227.130	951.0
227.460	925.7
227.790	950.3
228.120	928.0
228.450	937.0
228.780	926.3
229.110	953.7
229.440	942.7
229.770	970.0
230.100	965.3
230.431	974.3
230.761	954.0
231.091	972.0
231.422	947.0
231.752	961.0
232.082	938.0
232.413	965.7
232.743	940.7
233.074	951.0
233.404	935.3
233.735	961.3
234.066	952.3
234.396	969.7
234.727	936.0
235.058	953.7
235.389	951.7
235.719	964.0
236.050	935.3
236.381	971.3
236.712	951.0
237.043	961.0
237.374	963.3
237.705	957.0
238.036	966.3
238.367	984.0
238.699	979.0
239.030	963.3
239.361	956.3
239.692	973.0
240.024	922.3
240.355	948.0
240.686	967.7
241.018	959.3
241.349	933.3
241.681	951.0
242.012	969.0
242.344	988.0
242.675	954.3
243.007	977.7
243.339	998.3
243.670	943.3
244.002	949.3
244.334	948.0
244.666	966.7
244.997	979.3
245.329	966.7
245.661	962.0
245.993	957.3
246.325	974.7
246.657	939.7
246.989	969.3
247.321	975.0
247.654	964.0
247.986	930.7
248.318	963.3
248.650	949.3
248.982	945.7
249.315	947.7
249.647	960.3
249.979	945.3
250.312	951.3
250.644	955.7
250.977	957.0
251.309	940.0
251.642	963.7
251.974	959.7
252.307	961.0
252.640	945.7
252.972	942.7
253.305	938.7
253.638	956.3
253.971	961.0
254.304	961.7
254.637	957.7
254.969	959.3
255.302	960.0
255.635	965.0
255.968	945.7
256.301	959.0
256.635	935.7
256.968	961.7
257.301	954.3
257.634	940.0
257.967	947.0
258.301	952.7
258.634	934.7
258.967	946.0
259.301	971.0
259.634	957.7
259.967	943.0
260.301	938.7
260.634	947.3
260.968	939.7
261.302	938.3
261.635	956.0
261.969	950.0
262.303	931.7
262.636	946.7
262.970	956.0
263.304	930.3
263.638	957.3
263.972	941.3
264.306	954.0
264.639	953.7
264.973	965.0
265.307	930.3
265.642	944.3
265.976	949.7
266.310	954.3
266.644	938.7
266.978	971.0
267.312	946.0
267.647	972.3
267.981	957.7
268.315	970.7
268.650	949.0
268.984	950.7
269.318	956.7
269.653	950.7
269.987	942.3
270.322	970.3
270.656	953.7
270.991	943.3
271.326	937.0
271.660	973.7
271.995	939.7
272.330	943.0
272.665	946.7
272.999	929.7
273.334	946.0
273.669	955.7
274.004	957.7
274.339	955.7
274.674	930.3
275.009	951.0
275.344	934.0
275.679	960.7
276.014	947.7
276.350	954.7
276.685	942.0
277.020	953.3
277.355	966.3
277.691	964.0
278.026	948.3
278.361	971.7
278.697	948.3
279.032	955.3
279.368	953.0
279.703	964.0
280.039	947.3
280.374	952.7
280.710	936.3
281.046	968.0
281.381	940.3
281.717	971.0
282.053	945.0
282.389	950.3
282.724	936.0
283.060	952.3
283.396	919.3
283.732	951.0
284.068	955.3
284.404	926.7
284.740	955.7
285.076	961.7
285.412	949.0
285.748	942.0
286.085	948.7
286.421	968.3
286.757	935.7
287.093	948.0
287.430	960.0
287.766	946.7
288.102	948.3
288.439	940.7
288.775	944.3
289.112	964.0
289.448	920.7
289.785	951.3
290.121	947.3
290.458	942.0
290.795	924.3
291.131	938.0
291.468	946.7
291.805	966.0
292.142	948.3
292.478	958.3
292.815	937.3
293.152	941.7
293.489	928.3
293.826	934.7
294.163	911.3
294.500	933.0
294.837	915.7
295.174	964.3
295.511	938.7
295.849	926.3
296.186	912.3
296.523	944.7
296.860	949.3
297.198	959.7
297.535	923.0
297.872	944.3
298.210	948.3
298.547	950.0
298.885	942.0
299.222	933.0
299.560	935.7
299.897	943.7
300.235	907.7
300.572	943.3
300.910	927.7
301.248	941.7
301.586	924.3
301.923	937.3
302.261	931.0
302.599	960.7
302.937	928.3
303.275	926.7
303.613	916.0
303.951	938.0
304.289	932.7
304.627	943.0
304.965	936.0
305.303	944.7
305.641	934.7
305.979	934.3
306.318	939.3
306.656	957.7
306.994	950.3
307.332	920.7
307.671	929.7
308.009	950.3
308.348	915.0
308.686	951.7
309.025	941.7
309.363	951.3
309.702	945.3
310.040	924.0
310.379	934.0
310.718	947.7
311.056	936.0
311.395	942.0
311.734	919.3
312.072	959.0
312.411	932.0
312.750	930.3
313.089	961.0
313.428	944.0
313.767	923.7
314.106	944.0
314.445	926.0
314.784	928.7
315.123	914.7
315.462	930.3
315.801	940.3
316.141	925.3
316.480	922.7
316.819	923.0
317.158	920.3
317.498	931.7
317.837	920.3
318.176	921.3
318.516	928.0
318.855	934.3
319.195	910.0
319.534	933.0
319.874	932.3
320.213	930.3
320.553	931.0
320.893	938.0
321.232	933.0
321.572	912.7
321.912	932.3
322.252	937.0
322.592	938.7
322.931	928.0
323.271	940.0
323.611	948.3
323.951	930.3
324.291	948.7
324.631	935.3
324.971	921.0
325.311	919.0
325.651	945.3
325.992	925.0
326.332	955.7
326.672	926.3
327.012	938.0
327.353	949.3
