186.832	612.0
187.157	929.7
187.483	935.0
187.808	951.3
188.134	934.7
188.459	943.7
188.785	930.3
189.110	930.7
189.436	922.0
189.761	939.0
190.087	926.7
190.413	921.0
190.739	922.0
191.064	947.0
191.390	929.0
191.716	923.7
192.042	946.7
192.368	939.0
192.694	916.0
193.020	923.3
193.346	943.3
193.672	924.3
193.998	925.3
194.324	912.3
194.651	924.3
194.977	925.0
195.303	945.7
195.629	937.7
195.956	914.7
196.282	940.0
196.609	910.7
196.935	918.7
197.261	924.3
197.588	924.7
197.915	917.3
198.241	932.3
198.568	915.7
198.895	938.7
199.221	908.3
199.548	930.0
199.875	926.0
200.202	929.0
200.529	904.0
200.856	930.0
201.182	928.3
201.509	924.7
201.837	926.7
202.164	926.3
202.491	928.0
202.818	945.0
203.145	907.3
203.472	924.7
203.799	927.7
204.127	932.7
204.454	928.0
204.781	902.3
205.109	926.0
205.436	915.0
205.764	900.7
206.091	915.3
206.419	901.3
206.746	926.0
207.074	894.0
207.402	925.7
207.729	902.0
208.057	922.0
208.385	925.7
208.713	921.0
209.041	909.0
209.369	932.7
209.696	913.0
210.024	932.7
210.352	913.3
210.680	944.3
211.009	921.7
211.337	947.7
211.665	923.0
211.993	947.0
212.321	936.7
212.650	938.3
212.978	941.7
213.306	940.7
213.635	910.0
213.963	940.3
214.291	939.0
214.620	941.3
214.948	923.3
215.277	937.3
215.606	934.7
215.934	963.0
216.263	912.7
216.592	937.0
216.920	920.0
217.249	923.7
217.578	925.7
217.907	942.3
218.236	916.7
218.565	952.3
218.894	925.7
219.223	939.7
219.552	932.3
219.881	963.7
220.210	908.0
220.539	923.7
220.868	923.0
221.197	939.7
221.527	933.3
221.856	919.7
222.185	932.0
222.515	955.7
222.844	925.7
223.173	942.0
223.503	951.3
223.832	940.0
224.162	930.3
224.492	965.7
224.821	913.3
225.151	946.7
225.481	930.7
225.810	927.0
226.140	929.3
226.470	931.0
226.800	905.3
227.130	946.0
227.460	922.0
227.790	950.3
228.120	924.3
228.450	931.3
228.780	926.3
229.110	951.3
229.440	941.7
229.770	967.0
230.100	950.7
230.431	963.7
230.761	941.7
231.091	962.0
231.422	943.0
231.752	959.0
232.082	942.7
232.413	950.0
232.743	940.0
233.074	943.0
233.404	946.3
233.735	966.3
234.066	952.0
234.396	955.3
234.727	933.3
235.058	949.3
235.389	944.3
235.719	966.7
236.050	934.0
236.381	971.0
236.712	959.0
237.043	956.0
237.374	952.7
237.705	957.0
238.036	962.7
238.367	973.0
238.699	971.3
239.030	960.3
239.361	946.0
239.692	961.7
240.024	928.0
240.355	948.3
